id_x,songName,artistName,id_y
lyr_01793,Beyond The Reef,Elvis Presley,sgd_005019
lyr_01794,Fairytale,Elvis Presley,sgd_031337
lyr_01796,Got My Mojo Working,Elvis Presley,sgd_031361
lyr_01797,Because Of Love,Elvis Presley,sgd_005017
lyr_01799,Beyond The Bend,Elvis Presley,sgd_005018
lyr_01800,Dominic,Elvis Presley,sgd_031321
lyr_01803,Gently,Elvis Presley,sgd_031353
lyr_01804,Harem Holiday,Elvis Presley,sgd_005058
lyr_01807,Big Boss Man,Elvis Presley,sgd_005021
lyr_01808,Angel,Elvis Presley,sgd_031284
lyr_01813,Double Trouble,Elvis Presley,sgd_031328
lyr_01816,Almost Always True,Elvis Presley,sgd_005008
lyr_01818,Gentle On My Mind,Elvis Presley,sgd_031352
lyr_01823,Heart Of Rome,Elvis Presley,sgd_031367
lyr_01824,Happy Ending,Elvis Presley,sgd_031362
lyr_01826,Frankie And Johnny,Elvis Presley,sgd_005046
lyr_01831,Carny Town,Elvis Presley,sgd_005027
lyr_01832,Follow That Dream,Elvis Presley,sgd_031343
lyr_01834,Fool,Elvis Presley,sgd_031344
lyr_01838,All That I Am,Elvis Presley,sgd_005007
lyr_01840,Have A Happy,Elvis Presley,sgd_005059
lyr_01844,For The Heart,Elvis Presley,sgd_005044
lyr_01846,After Loving You,Elvis Presley,sgd_005005
lyr_01850,Do The Vega,Elvis Presley,sgd_031319
lyr_01853,Hard Luck,Elvis Presley,sgd_005057
lyr_01854,Danny Boy,Elvis Presley,sgd_031314
lyr_01855,Hard Knocks,Elvis Presley,sgd_005056
lyr_01857,Golden Coins,Elvis Presley,sgd_031358
lyr_01859,Give Me The Right,Elvis Presley,sgd_031357
lyr_01860,Fools Fall In Love,Elvis Presley,sgd_005042
lyr_01863,El Toro,Elvis Presley,sgd_031335
lyr_01867,City By Night,Elvis Presley,sgd_031309
lyr_01868,Everybody Come Aboard,Elvis Presley,sgd_005039
lyr_01872,Bridge Over Troubled Water,Elvis Presley,sgd_031301
lyr_01880,A Little Less Conversation,Elvis Presley,sgd_031276
lyr_01890,Blue Moon Of Kentucky,Elvis Presley,sgd_031298
lyr_01902,Always On My Mind,Elvis Presley,sgd_005010
lyr_01907,By And By,Elvis Presley,sgd_005026
lyr_01908,He Knows Just What I Need,Elvis Presley,sgd_005062
lyr_01909,He Touched Me,Elvis Presley,sgd_031366
lyr_01911,Help Me,Elvis Presley,sgd_031371
lyr_01916,He Is My Everything,Elvis Presley,sgd_005061
lyr_01918,A Thing Called Love,Elvis Presley,sgd_031277
lyr_01919,Down By The Riverside,Elvis Presley,sgd_031329
lyr_01920,Farther Along,Elvis Presley,sgd_031338
lyr_01922,Crying In The Chapel,Elvis Presley,sgd_031313
lyr_01925,His Hand In Mine,Elvis Presley,sgd_031378
lyr_01949,Down In The Alley,Elvis Presley,sgd_031330
lyr_01950,Hard Headed Woman,Elvis Presley,sgd_031364
lyr_01953,Heartbreak Hotel,Elvis Presley,sgd_031368
lyr_01954,All Shook Up,Elvis Presley,sgd_005006
lyr_01955,Good Luck Charm,Elvis Presley,sgd_005050
lyr_01963,Here Comes The Rain Again,Eurythmics,sgd_005507
lyr_01964,Thorn In My Side,Eurythmics,sgd_032065
lyr_01965,I Saved The World Today,Eurythmics,sgd_005511
lyr_01968,You Have Placed A Chill In My Heart,Eurythmics,sgd_032075
lyr_01969,Missionary Man,Eurythmics,sgd_032025
lyr_01970,17 Again,Eurythmics,sgd_031973
lyr_01972,I Need A Man,Eurythmics,sgd_032009
lyr_01973,Love Is A Stranger,Eurythmics,sgd_005518
lyr_01976,Right By Your Side,Eurythmics,sgd_032039
lyr_01980,When Tomorrow Comes,Eurythmics,sgd_032070
lyr_01983,Power To The Meek,Eurythmics,sgd_005527
lyr_01984,Spiritual Love,Eurythmics,sgd_032048
lyr_01985,Beautiful Child,Eurythmics,sgd_005500
lyr_01988,Greetings From The Gutter,Eurythmics,sgd_031998
lyr_01990,Walking On Broken Glass,Eurythmics,sgd_032067
lyr_01991,Lifted,Eurythmics,sgd_005516
lyr_01992,Awol,Eurythmics,sgd_031979
lyr_01994,Here We Go Again,Eurythmics,sgd_032005
lyr_01995,A Cat With A Tale,Eurythmics,sgd_031974
lyr_01996,This Is The House,Eurythmics,sgd_032063
lyr_01998,Belinda,Eurythmics,sgd_031982
lyr_02001,Brand New Day,Eurythmics,sgd_005501
lyr_02002,Why,Eurythmics,sgd_032072
lyr_02003,My True Love,Eurythmics,sgd_032028
lyr_02004,Cool Blue,Eurythmics,sgd_031987
lyr_02006,Winter Wonderland,Eurythmics,sgd_032073
lyr_02008,Savage,Eurythmics,sgd_032041
lyr_02009,Regrets,Eurythmics,sgd_032037
lyr_02010,Nothing Alas Alack,Eurythmics,sgd_005521
lyr_02013,Out Of Reach,Eurythmics,sgd_005524
lyr_02015,Happy To Be Here,Eurythmics,sgd_031999
lyr_02016,Revenge,Eurythmics,sgd_032038
lyr_02018,Sweet Dreams,Eurythmics,sgd_032051
lyr_02019,Anything But Strong,Eurythmics,sgd_031978
lyr_02022,I Remember You,Eurythmics,sgd_005510
lyr_02023,English Summer,Eurythmics,sgd_031994
lyr_02024,Revival,Eurythmics,sgd_005528
lyr_02028,The Last Time,Eurythmics,sgd_032057
lyr_02029,In This Town,Eurythmics,sgd_005513
lyr_02030,Julia,Eurythmics,sgd_032021
lyr_02031,For The Love Of Big Brother,Eurythmics,sgd_005506
lyr_02032,Adrian,Eurythmics,sgd_031976
lyr_02033,The Thought Of You,Eurythmics,sgd_032059
lyr_02035,Honest,Eurythmics,sgd_032007
lyr_02037,Stars On Sunday,Eurythmics,sgd_005532
lyr_02038,Wrap It Up,Eurythmics,sgd_032074
lyr_02039,Whole Wide World,Eurythmics,sgd_032071
lyr_02040,Fashion Bomb,Eurythmics,sgd_005505
lyr_02044,Take Your Pain Away,Eurythmics,sgd_032053
lyr_02045,Precious,Eurythmics,sgd_032034
lyr_02046,Take Me For What I Am,Eurythmics,sgd_032052
lyr_02047,Crazy Sister,Eurythmics,sgd_031988
lyr_02048,All The Young,Eurythmics,sgd_031977
lyr_02049,Chelsea Lovers,Eurythmics,sgd_031985
lyr_02050,No Fear No Hate No Pain No Broken Hearts,Eurythmics,sgd_032030
lyr_02053,Paint A Rumour,Eurythmics,sgd_005525
lyr_02055,Conditional Soul,Eurythmics,sgd_005502
lyr_02058,One Step Nearer The Edge,Eurythmics,sgd_032031
lyr_02059,This Little Town,Eurythmics,sgd_032064
lyr_02060,Walk Into The Wind,Eurythmics,sgd_032066
lyr_02062,The First Cut,Eurythmics,sgd_032056
lyr_02063,Love Shines,Eurythmics,sgd_005519
lyr_02064,Jennifer,Eurythmics,sgd_032020
lyr_02066,Somebody Told Me,Eurythmics,sgd_032047
lyr_02067,Primitive,Eurythmics,sgd_032035
lyr_02069,Fools Paradise,Eurythmics,sgd_031996
lyr_02070,Party Town,Eurythmics,sgd_005526
lyr_02071,The Trouble With Lovers,Eurythmics,sgd_032060
lyr_02072,Fade Away,Eurythmics,sgd_031995
lyr_02076,Kinky Sweetheart,Eurythmics,sgd_032022
lyr_02077,Crown Of Madness,Eurythmics,sgd_031989
lyr_02078,Wise Guy,Eurythmics,sgd_005535
lyr_02079,Forever,Eurythmics,sgd_031997
lyr_02081,Stay By Me,Eurythmics,sgd_032050
lyr_02083,Doubleplusgood,Eurythmics,sgd_031993
lyr_02084,Legend In My Living Room,Eurythmics,sgd_032023
lyr_02087,Damien Save Me,Eurythmics,sgd_005503
lyr_02088,We Two Are One,Eurythmics,sgd_032069
lyr_02089,Beethoven,Eurythmics,sgd_031981
lyr_02092,You Talk A Lot,Eurythmics,sgd_032076
lyr_02094,Jack Of All Trades,Eurythmics,sgd_032017
lyr_02098,Diamond Avenue,Eurythmics,sgd_031990
lyr_02099,She,Eurythmics,sgd_005530
lyr_02100,Caveman Head,Eurythmics,sgd_031984
lyr_02101,Possessed,Eurythmics,sgd_032033
lyr_02103,Here She Comes,Eurythmics,sgd_005508
lyr_02104,A Little Of You,Eurythmics,sgd_031975
lyr_02105,Shame,Eurythmics,sgd_032043
lyr_02106,Put The Blame On Me,Eurythmics,sgd_032036
lyr_02107,Never Gonna Cry Again,Eurythmics,sgd_032029
lyr_02108,I Want It All,Eurythmics,sgd_005512
lyr_02110,Love Song For A Vampire,Eurythmics,sgd_032024
lyr_02111,Little Bird,Eurythmics,sgd_005517
lyr_02113,Royal Infirmary,Eurythmics,sgd_032040
lyr_02114,Heaven,Eurythmics,sgd_032001
lyr_02115,Jealousy,Eurythmics,sgd_032019
lyr_02118,Something So Right,Eurythmics,sgd_005531
lyr_02119,The Walk,Eurythmics,sgd_032061
lyr_02120,Heaven And Earth,Eurythmics,sgd_032002
lyr_02121,Wide Eyed Girl,Eurythmics,sgd_005534
lyr_02122,I Love You Like A Ball And Chain,Eurythmics,sgd_032008
lyr_02123,I Need You,Eurythmics,sgd_032010
lyr_02124,Here Comes That Sinking Feeling,Eurythmics,sgd_032004
lyr_02126,Sexcrime,Eurythmics,sgd_032042
lyr_02127,The Day It Rained Forever,Eurythmics,sgd_032054
lyr_02128,Peace Is Just A Word,Eurythmics,sgd_032032
lyr_02129,Cold,Eurythmics,sgd_031986
lyr_02134,My Place,Eurythmics,sgd_032027
lyr_02135,Heart Of Stone,Eurythmics,sgd_032000
lyr_02136,Jack Talking,Eurythmics,sgd_032018
lyr_02143,On Fire,Eurythmics,sgd_005523
lyr_02147,Change Partners,Frank Sinatra,sgd_006365
lyr_02156,Bewitched,Frank Sinatra,sgd_006356
lyr_02158,A Fine Romance,Frank Sinatra,sgd_032810
lyr_02161,All The Way Home,Frank Sinatra,sgd_032827
lyr_02163,Christmas Memories,Frank Sinatra,sgd_032872
lyr_02164,Christmas Song,Frank Sinatra,sgd_032873
lyr_02172,A Baby Just Like You,Frank Sinatra,sgd_032807
lyr_02175,Day By Day,Frank Sinatra,sgd_006369
lyr_02195,Autumn In New York,Frank Sinatra,sgd_032848
lyr_02196,Angel Eyes,Frank Sinatra,sgd_032838
lyr_02232,Almost Like Being In Love,Frank Sinatra,sgd_032829
lyr_02239,Everything Happens To Me,Frank Sinatra,sgd_032911
lyr_02248,At Long Last Love,Frank Sinatra,sgd_032847
lyr_02252,A Lovely Way To Spend An Evening,Frank Sinatra,sgd_032815
lyr_02255,Birth Of The Blues,Frank Sinatra,sgd_032852
lyr_02256,Anything Goes,Frank Sinatra,sgd_032840
lyr_02275,Dancing On The Ceiling,Frank Sinatra,sgd_006368
lyr_02281,Empty Saddles,Frank Sinatra,sgd_032904
lyr_02283,Come Dance With Me,Frank Sinatra,sgd_032875
lyr_02285,Five Minutes More,Frank Sinatra,sgd_032917
lyr_02288,Bye Bye Baby,Frank Sinatra,sgd_006363
lyr_02291,April In Paris,Frank Sinatra,sgd_032842
lyr_02301,Elizabeth,Frank Sinatra,sgd_006380
lyr_02312,All Alone,Frank Sinatra,sgd_032822
lyr_02323,Always,Frank Sinatra,sgd_032831
lyr_02324,Brazil,Frank Sinatra,sgd_006357
lyr_02325,Come Back To Me,Frank Sinatra,sgd_032874
lyr_02332,Around The World,Frank Sinatra,sgd_032845
lyr_02341,An Evening In Roma,Frank Sinatra,sgd_032836
lyr_02342,All I Need Is The Girl,Frank Sinatra,sgd_032823
lyr_02346,Brooklyn Bridge,Frank Sinatra,sgd_006358
lyr_02349,Cycles,Frank Sinatra,sgd_006367
lyr_02350,Cheek To Cheek,Frank Sinatra,sgd_032869
lyr_02352,Emily,Frank Sinatra,sgd_032903
lyr_02367,Dancing In The Dark,Frank Sinatra,sgd_032882
lyr_02372,Falling In Love With Love,Frank Sinatra,sgd_032913
lyr_02374,Downtown,Frank Sinatra,sgd_006378
lyr_02394,A Hundred Years From Today,Frank Sinatra,sgd_032813
lyr_02403,Chicago,Frank Sinatra,sgd_032871
lyr_02408,Blues In The Night,Frank Sinatra,sgd_032856
lyr_02409,Dream,Frank Sinatra,sgd_006379
lyr_02411,All The Things You Are,Frank Sinatra,sgd_032825
lyr_02418,Do You Know Why,Frank Sinatra,sgd_006371
lyr_02420,Dig Down Deep,Frank Sinatra,sgd_032887
lyr_02422,Dear Heart,Frank Sinatra,sgd_006370
lyr_02428,Deep Night,Frank Sinatra,sgd_032885
lyr_02429,A Man Alone,Frank Sinatra,sgd_032816
lyr_02437,But Beautiful,Frank Sinatra,sgd_006359
lyr_02442,Blue Moon,Frank Sinatra,sgd_032855
lyr_02446,Call Me,Frank Sinatra,sgd_032863
lyr_02451,American Beauty Rose,Frank Sinatra,sgd_032833
lyr_02452,Embraceable You,Frank Sinatra,sgd_032902
lyr_02453,Everybody Loves Somebody,Frank Sinatra,sgd_032909
lyr_02466,Come Rain Or Come Shine,Frank Sinatra,sgd_032877
lyr_02469,Come Fly With Me,Frank Sinatra,sgd_032876
lyr_02472,All The Way,Frank Sinatra,sgd_032826
lyr_02486,Best Is Yet To Come,Frank Sinatra,sgd_006355
lyr_02488,Cherry Pies Ought To Be You,Frank Sinatra,sgd_032870
lyr_02490,California,Frank Sinatra,sgd_032862
lyr_02492,Blue Lace,Frank Sinatra,sgd_032854
lyr_02493,Barbara,Frank Sinatra,sgd_006352
lyr_02500,Catana,Frank Sinatra,sgd_032866
lyr_02501,Any Time At All,Frank Sinatra,sgd_032839
lyr_02505,And Then You Kissed Me,Frank Sinatra,sgd_032837
lyr_02512,Dolores,Frank Sinatra,sgd_006372
lyr_02514,Crazy Love,Frank Sinatra,sgd_032879
lyr_02515,Chattanoogie Shoe Shine Boy,Frank Sinatra,sgd_032868
lyr_02519,Every Night About This Time,Frank Sinatra,sgd_032907
lyr_02520,A Long Night,Frank Sinatra,sgd_006342
lyr_02523,Five Hundred Guys,Frank Sinatra,sgd_032916
lyr_02524,Along The Navaho Trail,Frank Sinatra,sgd_032830
lyr_02529,East Of The Sun,Frank Sinatra,sgd_032901
lyr_02530,Everybody Has The Right To Be Wrong,Frank Sinatra,sgd_032908
lyr_02533,Faithful,Frank Sinatra,sgd_032912
lyr_02536,Accidents Will Happen,Frank Sinatra,sgd_006345
lyr_02537,Button Up Your Overcoat,Frank Sinatra,sgd_006362
lyr_02538,A Nightingale Sang In Berkeley Square,Frank Sinatra,sgd_006344
lyr_02539,America The Beautiful,Frank Sinatra,sgd_032832
lyr_02540,Days Of Wine And Roses,Frank Sinatra,sgd_032883
lyr_02543,All My Tomorrows,Frank Sinatra,sgd_032824
lyr_02547,Drinking Again,Frank Sinatra,sgd_032898
lyr_02557,But Not For Me,Frank Sinatra,sgd_006361
lyr_02563,Patience,George Michael,sgd_033798
lyr_02564,Round Here,George Michael,sgd_033802
lyr_02566,My Mother Had A Brother,George Michael,sgd_033792
lyr_02567,Precious Box,George Michael,sgd_033801
lyr_02568,American Angel,George Michael,sgd_033747
lyr_02569,Through,George Michael,sgd_033820
lyr_02570,Shoot The Dog,George Michael,sgd_033807
lyr_02574,Amazing,George Michael,sgd_033746
lyr_02577,Blame It On The Sun,George Michael,sgd_033751
lyr_02579,Young Guns,George Michael,sgd_006711
lyr_02581,Wrap Her Up,George Michael,sgd_033833
lyr_02584,The Grave,George Michael,sgd_033814
lyr_02585,Sexual Healing,George Michael,sgd_033806
lyr_02586,An Easier Affair,George Michael,sgd_006685
lyr_02588,Star People,George Michael,sgd_033812
lyr_02589,Move On,George Michael,sgd_033790
lyr_02592,Jesus To A Child,George Michael,sgd_006698
lyr_02593,Older,George Michael,sgd_033795
lyr_02594,To Be Forgiven,George Michael,sgd_006707
lyr_02595,The Strangest Thing,George Michael,sgd_033816
lyr_02596,Spinning The Wheel,George Michael,sgd_006705
lyr_02598,You Have Been Loved,George Michael,sgd_006709
lyr_02603,Brother Can You Spare A Dime,George Michael,sgd_033753
lyr_02604,I Remember You,George Michael,sgd_033776
lyr_02605,Where Or When,George Michael,sgd_033831
lyr_02606,Miss Sarajevo,George Michael,sgd_033787
lyr_02607,The First Time Ever I Saw Your Face,George Michael,sgd_033813
lyr_02608,My Baby Just Cares For Me,George Michael,sgd_033791
lyr_02609,Roxanne,George Michael,sgd_033803
lyr_02610,Secret Love,George Michael,sgd_033805
lyr_02611,Wild Is The Wind,George Michael,sgd_033832
lyr_02614,When You Wish Upon A Star,George Michael,sgd_033829
lyr_02615,Too Funky,George Michael,sgd_033821
lyr_02616,Silent Night,George Michael,sgd_033808
lyr_02618,A Moment With You,George Michael,sgd_033745
lyr_02624,Credit Card Baby,George Michael,sgd_006688
lyr_02625,Last Christmas,George Michael,sgd_006700
lyr_02628,Killer,George Michael,sgd_006699
lyr_02631,Papa Was A Rolling Stone,George Michael,sgd_033797
lyr_02632,Praying For Time,George Michael,sgd_033800
lyr_02633,Frosty The Snowman,George Michael,sgd_033767
lyr_02634,Safe,George Michael,sgd_033804
lyr_02636,Waiting For That Day,George Michael,sgd_006708
lyr_02637,Cowboys And Angels,George Michael,sgd_033758
lyr_02638,Battlestations,George Michael,sgd_033750
lyr_02640,Waiting,George Michael,sgd_033824
lyr_02641,A Ray Of Sunshine,George Michael,sgd_006683
lyr_02642,Heaven Help Me,George Michael,sgd_006694
lyr_02646,Careless Whisper,George Michael,sgd_033755
lyr_02647,Freeek,George Michael,sgd_033766
lyr_02649,Love Machine,George Michael,sgd_033785
lyr_02651,Happy,George Michael,sgd_033770
lyr_02653,Waltz Away Dreaming,George Michael,sgd_033827
lyr_02654,Father Figure,George Michael,sgd_033764
lyr_02655,Heal The Pain,George Michael,sgd_033772
lyr_02656,Do You Really Want To Know,George Michael,sgd_033760
lyr_02658,Back To Life,George Michael,sgd_006686
lyr_02662,Freedom,George Michael,sgd_033765
lyr_02663,Faith,George Michael,sgd_006691
lyr_02665,Heartbeat,George Michael,sgd_033773
lyr_02666,This Is Not Real Love,George Michael,sgd_033819
lyr_02669,I Knew You Were Waiting For Me,George Michael,sgd_033775
lyr_02670,Blue,George Michael,sgd_033752
lyr_02672,A Different Corner,George Michael,sgd_033743
lyr_02673,Club Tropicana,George Michael,sgd_033756
lyr_02674,Edge Of Heaven,George Michael,sgd_033761
lyr_02675,If You Were My Woman,George Michael,sgd_006696
lyr_02676,Somebody To Love,George Michael,sgd_033809
lyr_02678,Nothing Looks The Same In The Light,George Michael,sgd_033794
lyr_02679,As,George Michael,sgd_033748
lyr_02680,Everything She Wants,George Michael,sgd_033762
lyr_02682,One More Try,George Michael,sgd_006704
lyr_02683,Like A Baby,George Michael,sgd_006703
lyr_02684,You Know That I Want To,George Michael,sgd_006710
lyr_02686,Giving You My Heart Forever,George Michael,sgd_033768
lyr_02687,Bad Boys,George Michael,sgd_033749
lyr_02691,Outside,George Michael,sgd_033796
lyr_02692,Crazyman Dance,George Michael,sgd_033759
lyr_02693,True Faith,George Michael,sgd_033822
lyr_02694,A Last Request,George Michael,sgd_033744
lyr_02695,Hand To Mouth,George Michael,sgd_033769
lyr_02696,Kissing A Fool,George Michael,sgd_033782
lyr_02699,I Believe,George Michael,sgd_033774
lyr_02700,Monkey,George Michael,sgd_033788
lyr_02701,Fantasy,George Michael,sgd_033763
lyr_02703,You And I,George Michael,sgd_033834
lyr_02704,Hard Day,George Michael,sgd_033771
lyr_02705,Look At Your Hands,George Michael,sgd_033784
lyr_02707,Calling You,George Michael,sgd_033754
lyr_02708,These Are The Days Of Our Lives,George Michael,sgd_033817
lyr_02710,Something To Save,George Michael,sgd_033810
lyr_02711,Soul Free,George Michael,sgd_033811
lyr_02714,Mothers Pride,George Michael,sgd_033789
lyr_02715,Fastlove,George Michael,sgd_006692
lyr_02716,Let Her Down Easy,George Michael,sgd_006702
lyr_02718,Knock On Wood,Eric Clapton,sgd_005389
lyr_02719,Never Make You Cry,Eric Clapton,sgd_005405
lyr_02724,Forever Man,Eric Clapton,sgd_005358
lyr_02726,Just Like A Prisoner,Eric Clapton,sgd_031824
lyr_02728,It All Depends,Eric Clapton,sgd_031821
lyr_02736,Cocaine,Eric Clapton,sgd_005331
lyr_02747,Me And The Devil Blues,Eric Clapton,sgd_031841
lyr_02751,Little Queen Of Spades,Eric Clapton,sgd_031835
lyr_02759,Miss You,Eric Clapton,sgd_005401
lyr_02774,Loving You Is Sweeter Than Ever,Eric Clapton,sgd_031839
lyr_02785,Next Time You See Her,Eric Clapton,sgd_005406
lyr_02786,Got To Get Better In A Little While,Eric Clapton,sgd_005361
lyr_02787,Alberta,Eric Clapton,sgd_005315
lyr_02796,Hey Hey,Eric Clapton,sgd_005372
lyr_02800,Every Little Thing,Eric Clapton,sgd_005349
lyr_02804,Born To Lose,Eric Clapton,sgd_005328
lyr_02806,Goodnight Irene,Eric Clapton,sgd_005360
lyr_02808,Key To The Highway,Eric Clapton,sgd_031826
lyr_02809,All Of Me,Eric Clapton,sgd_005316
lyr_02813,Malted Milk,Eric Clapton,sgd_005395
lyr_02816,Mean Old Frisco,Eric Clapton,sgd_005399
lyr_02822,Lay Down Sally,Eric Clapton,sgd_031831
lyr_02829,Mainline Florida,Eric Clapton,sgd_031840
lyr_02830,Let It Grow,Eric Clapton,sgd_031834
lyr_02831,Give Me Strength,Eric Clapton,sgd_005359
lyr_02836,I Shot The Sheriff,Eric Clapton,sgd_005384
lyr_02838,Needs His Woman,Eric Clapton,sgd_005404
lyr_02843,Circus,Eric Clapton,sgd_031812
lyr_02845,Born In Time,Eric Clapton,sgd_031808
lyr_02847,One Chance,Eric Clapton,sgd_005410
lyr_02851,Fall Like Rain,Eric Clapton,sgd_005353
lyr_02856,Lost And Found,Eric Clapton,sgd_005392
lyr_02861,Back Home,Eric Clapton,sgd_031797
lyr_02881,Change The World,Eric Clapton,sgd_005330
lyr_02885,Layla,Eric Clapton,sgd_031832
lyr_02886,Before You Accuse Me,Eric Clapton,sgd_005322
lyr_02887,Blue Eyes Blue,Eric Clapton,sgd_031804
lyr_02891,Badge,Eric Clapton,sgd_005321
lyr_02892,After Midnight,Eric Clapton,sgd_005312
lyr_02893,Little Wing,Eric Clapton,sgd_031836
lyr_02898,Hell Hound On My Trail,Eric Clapton,sgd_005370
lyr_02900,Find Myself,Eric Clapton,sgd_005354
lyr_02902,Bad Boy,Eric Clapton,sgd_031798
lyr_02904,I Found A Love,Eric Clapton,sgd_005382
lyr_02908,Easy Now,Eric Clapton,sgd_005348
lyr_02911,Boom Boom,Eric Clapton,sgd_031807
lyr_02913,Blues Leave Me Alone,Eric Clapton,sgd_031806
lyr_02914,Blues Power,Eric Clapton,sgd_005327
lyr_02918,Black Rose,Eric Clapton,sgd_005326
lyr_02924,Everybody Oughta Make A Change,Eric Clapton,sgd_005350
lyr_02927,Modern Girl,Eric Clapton,sgd_031843
lyr_02928,Hold On,Eric Clapton,sgd_005376
lyr_02929,Anyone For Tennis,Eric Clapton,sgd_005320
lyr_02932,Another Ticket,Eric Clapton,sgd_005319
lyr_02939,Behind The Mask,Eric Clapton,sgd_005323
lyr_02941,Little Girl,Eric Clapton,sgd_005391
lyr_02943,Help Me Up,Eric Clapton,sgd_005371
lyr_02949,If I Had Possession Over Judgement Day,Eric Clapton,sgd_031818
lyr_02951,Kind Hearted Woman,Eric Clapton,sgd_031827
lyr_02953,Got You On My Mind,Eric Clapton,sgd_005362
lyr_02954,Grand Illusion,Eric Clapton,sgd_005363
lyr_02957,Blues Before Sunrise,Eric Clapton,sgd_031805
lyr_02959,I Looked Away,Eric Clapton,sgd_031815
lyr_02960,High,Eric Clapton,sgd_005373
lyr_02961,Come Back Baby,Eric Clapton,sgd_005332
lyr_02968,Love In Vain,Eric Clapton,sgd_005393
lyr_02969,One More Chance,Eric Clapton,sgd_005411
lyr_02974,Early In The Morning,Eric Clapton,sgd_005347
lyr_02979,I Want A Little Girl,Eric Clapton,sgd_031816
lyr_02981,Believe In Life,Eric Clapton,sgd_005324
lyr_02988,Have You Heard,Eric Clapton,sgd_005368
lyr_02989,Blue Condition,Eric Clapton,sgd_031803
lyr_02990,Five Long Years,Eric Clapton,sgd_005355
lyr_02996,Black Summer Rain,Eric Clapton,sgd_031801
lyr_03001,Last Fair Deal Gone Down,Eric Clapton,sgd_031829
lyr_03004,For Your Love,Eric Clapton,sgd_005357
lyr_03015,Another Man,Eric Clapton,sgd_005318
lyr_03019,Floating Bridge,Eric Clapton,sgd_005356
lyr_03026,All Your Love,Eric Clapton,sgd_005317
lyr_03027,Groaning The Blues,Eric Clapton,sgd_005364
lyr_03029,Blow Wind Blow,Eric Clapton,sgd_031802
lyr_03034,Last Night,Eric Clapton,sgd_031830
lyr_03043,Eyesight To The Blind,Eric Clapton,sgd_005352
lyr_03047,Double Crossing Time,Eric Clapton,sgd_005345
lyr_03048,Broken Down,Eric Clapton,sgd_031810
lyr_03058,Dance The Night Away,Eric Clapton,sgd_005336
lyr_03059,Do What You Like,Eric Clapton,sgd_005341
lyr_03063,Hung Up On Your Love,Eric Clapton,sgd_005380
lyr_03070,Bad Influence,Eric Clapton,sgd_031799
lyr_03080,Key To Love,Eric Clapton,sgd_031825
lyr_03083,Mean Old World,Eric Clapton,sgd_005400
lyr_03084,Come On In My Kitchen,Eric Clapton,sgd_031813
lyr_03085,Hold Me Lord,Eric Clapton,sgd_005375
lyr_03114,Anyway The Wind Blows,Eric Clapton,sgd_031796
lyr_03122,Lead Me On,Eric Clapton,sgd_031833
lyr_03124,Hard Times,Eric Clapton,sgd_005365
lyr_03125,No Alibis,Eric Clapton,sgd_005407
lyr_03127,Anything For Your Love,Eric Clapton,sgd_031795
lyr_03130,Breaking Point,Eric Clapton,sgd_031809
lyr_03131,Old Love,Eric Clapton,sgd_005409
lyr_03132,Hound Dog,Eric Clapton,sgd_005379
lyr_03133,Bad Love,Eric Clapton,sgd_031800
lyr_03134,Hoodoo Man,Eric Clapton,sgd_005378
lyr_03136,Bell Bottom Blues,Eric Clapton,sgd_005325
lyr_03140,Have You Ever Loved A Woman,Eric Clapton,sgd_005367
lyr_03145,Man In Love,Eric Clapton,sgd_005396
lyr_03150,Man Overboard,Eric Clapton,sgd_005397
lyr_03152,Crosscut Saw,Eric Clapton,sgd_005333
lyr_03155,If I Needed Someone,Eric Clapton,sgd_005386
lyr_03170,Call Me The Breeze,Eric Clapton,sgd_031811
lyr_03171,Crossroads,Eric Clapton,sgd_005334
lyr_03178,Life Itself,Bruce Springsteen,sgd_002055
lyr_03182,Good Eye,Bruce Springsteen,sgd_026573
lyr_03186,Kingdom Of Days,Bruce Springsteen,sgd_026604
lyr_03187,A Night With The Jersey Devil,Bruce Springsteen,sgd_026520
lyr_03196,Girls In Their Summer Clothes,Bruce Springsteen,sgd_026569
lyr_03202,Magic,Bruce Springsteen,sgd_026621
lyr_03205,Last To Die,Bruce Springsteen,sgd_002053
lyr_03221,Johnny Bye Bye,Bruce Springsteen,sgd_026602
lyr_03223,Linda Let Me Be The One,Bruce Springsteen,sgd_002056
lyr_03225,Hearts Of Stone,Bruce Springsteen,sgd_026576
lyr_03227,Car Wash,Bruce Springsteen,sgd_002014
lyr_03228,Mary Queen Of Arkansas,Bruce Springsteen,sgd_026627
lyr_03236,Loose Ends,Bruce Springsteen,sgd_026617
lyr_03239,Loose Change,Bruce Springsteen,sgd_002061
lyr_03244,Man At The Top,Bruce Springsteen,sgd_026622
lyr_03249,I Wanna Be With You,Bruce Springsteen,sgd_026586
lyr_03250,Back In Your Arms,Bruce Springsteen,sgd_026530
lyr_03251,Living On The Edge Of The World,Bruce Springsteen,sgd_026613
lyr_03252,Give The Girl A Kiss,Bruce Springsteen,sgd_026570
lyr_03254,Lucky Man,Bruce Springsteen,sgd_026619
lyr_03257,Happy,Bruce Springsteen,sgd_002042
lyr_03258,Frankie,Bruce Springsteen,sgd_002033
lyr_03262,Bishop Danced,Bruce Springsteen,sgd_026539
lyr_03268,Gave It A Name,Bruce Springsteen,sgd_026568
